Date,Time,Symbol,Previous Close,Open,High,Low,Close,Difference,Percent Change,Volume,Traded Shares,Amount
2026-05-25,14:18:08,SOHL,36.86,685.00,711.00,685.00,700.50,700.50,0.00,0.00,701.40,175599.00
2026-05-25,14:18:08,SONA,47.28,475.00,475.00,455.10,469.00,469.00,0.00,0.00,466.21,66228.00
2026-05-25,14:18:08,SPC,41.21,455.20,478.50,455.20,469.00,469.00,0.00,0.00,470.21,4692.00
2026-05-25,14:18:08,SPDL,43.46,427.00,427.00,408.10,411.00,411.00,0.00,0.00,410.07,54833.00
2026-05-25,14:18:08,SPHL,45.38,500.00,543.00,500.00,533.90,533.90,0.00,0.00,529.65,8585.00
2026-05-25,14:18:08,SPIL,44.17,707.20,715.90,707.20,715.90,715.90,0.00,0.00,711.78,6148.00
2026-05-25,14:18:08,SPL,44.40,705.00,725.00,686.80,718.00,718.00,0.00,0.00,700.41,5149.00
2026-05-25,14:18:08,SRLI,43.91,389.30,397.50,389.30,396.00,396.00,0.00,0.00,395.18,21636.00
2026-05-25,14:18:08,SSHL,45.68,220.00,228.80,220.00,225.50,225.50,0.00,0.00,226.22,331041.00
2026-05-25,14:18:08,STC,25.97,5863.00,5958.00,5830.00,5958.00,5958.00,0.00,0.00,5901.02,964.00
2026-05-25,14:18:08,SWASTIK,42.68,2415.00,2473.90,2375.00,2449.00,2449.00,0.00,0.00,2418.78,1046.00
2026-05-25,14:18:08,SWBBL,41.59,778.10,778.10,746.00,753.90,753.90,0.00,0.00,752.31,5582.00
2026-05-25,14:18:08,SWMF,46.58,670.00,678.90,662.10,675.00,675.00,0.00,0.00,666.53,9326.00
2026-05-25,14:18:08,SYPNL,37.53,1459.00,1535.00,1459.00,1520.00,1520.00,0.00,0.00,1522.75,65193.00
2026-05-25,14:18:08,TAMOR,44.17,456.00,465.00,450.10,461.90,461.90,0.00,0.00,459.40,134249.00
2026-05-25,14:18:08,TPC,45.32,389.00,389.00,375.00,382.00,382.00,0.00,0.00,382.89,48898.00
2026-05-25,14:18:08,TRH,21.70,753.00,765.00,753.00,762.00,762.00,0.00,0.00,757.18,726.00
2026-05-25,14:18:08,TSHL,47.28,550.00,633.00,550.00,605.00,605.00,0.00,0.00,586.33,11137.00
