Date,Time,Symbol,Previous Close,Open,High,Low,Close,Difference,Percent Change,Volume,Traded Shares,Amount
2026-05-22,13:38:44,ACLBSL,38.33,947.30,975.70,929.00,949.00,949.00,0.00,0.00,948.08,1325.00
2026-05-22,13:38:44,ADBL,39.44,314.90,314.90,310.00,313.00,313.00,0.00,0.00,311.68,11713.00
2026-05-22,13:38:44,AHL,39.47,495.00,524.00,492.00,515.00,515.00,0.00,0.00,507.35,8464.00
2026-05-22,13:38:44,AHPC,41.48,279.00,284.00,279.00,284.00,284.00,0.00,0.00,282.20,85453.00
2026-05-22,13:38:44,AKJCL,49.97,370.00,402.00,370.00,402.00,402.00,0.00,0.00,391.12,1123916.00
2026-05-22,13:38:44,AKPL,41.13,271.00,274.90,270.00,274.50,274.50,0.00,0.00,273.32,80891.00
2026-05-22,13:38:44,ALBSL,39.71,1162.30,1162.30,1085.00,1115.00,1115.00,0.00,0.00,1100.11,3745.00
2026-05-22,13:38:44,ALICL,44.64,459.90,459.90,449.00,452.30,452.30,0.00,0.00,450.97,33390.00
2026-05-22,13:38:44,ANLB,22.70,5938.00,5946.00,5844.00,5901.00,5901.00,0.00,0.00,5882.73,168.00
2026-05-22,13:38:44,API,41.44,351.10,358.00,351.00,357.20,357.20,0.00,0.00,355.27,450813.00
2026-05-22,13:38:44,AVYAN,30.36,1185.00,1194.00,1124.00,1139.00,1139.00,0.00,0.00,1141.44,4301.00
2026-05-22,13:38:44,BANDIPUR,42.37,860.00,889.00,853.00,875.90,875.90,0.00,0.00,873.63,93868.00
2026-05-22,13:38:44,BARUN,40.90,345.30,352.00,345.30,351.10,351.10,0.00,0.00,350.51,31059.00
2026-05-22,13:38:44,BBC,21.21,4833.00,4833.00,4750.20,4800.00,4800.00,0.00,0.00,4787.11,135.00
2026-05-22,13:38:44,BEDC,37.93,374.00,377.30,366.90,376.90,376.90,0.00,0.00,374.02,42044.00
2026-05-22,13:38:44,BFC,38.23,461.00,461.00,454.10,458.00,458.00,0.00,0.00,457.88,2998.00
2026-05-22,13:38:44,BGWT,26.81,651.00,663.00,651.00,661.00,661.00,0.00,0.00,659.67,752.00
2026-05-22,13:38:44,BHCL,43.00,532.00,572.00,528.00,566.00,566.00,0.00,0.00,560.07,106297.00
2026-05-22,13:38:44,BHDC,40.07,457.00,466.50,457.00,463.60,463.60,0.00,0.00,464.59,9123.00
2026-05-22,13:38:44,BHL,41.60,234.10,234.10,220.00,226.00,226.00,0.00,0.00,224.52,110169.00
2026-05-22,13:38:44,BHPL,38.28,556.00,556.00,522.30,529.80,529.80,0.00,0.00,528.28,3080.00
2026-05-22,13:38:44,BJHL,36.55,925.00,974.90,912.50,953.00,953.00,0.00,0.00,950.26,24258.00
2026-05-22,13:38:44,BNHC,41.90,325.00,333.40,325.00,333.10,333.10,0.00,0.00,331.10,5585.00
2026-05-22,13:38:44,BPCL,42.83,695.10,705.00,695.10,699.00,699.00,0.00,0.00,700.16,44960.00
2026-05-22,13:38:44,BUNGAL,49.15,708.70,814.00,680.00,814.00,814.00,0.00,0.00,721.53,145025.00
2026-05-22,13:38:44,CBBL,37.43,915.00,918.00,910.00,917.00,917.00,0.00,0.00,915.47,6793.00
2026-05-22,13:38:44,CBLD88,36.46,1220.00,1220.00,1220.00,1220.00,1220.00,0.00,0.00,1220.00,25.00
2026-05-22,13:38:44,CCBD88,42.46,1265.00,1275.00,1265.00,1275.00,1275.00,0.00,0.00,1268.85,65.00
2026-05-22,13:38:44,CFCL,39.94,490.00,505.00,490.00,503.00,503.00,0.00,0.00,500.19,4733.00
2026-05-22,13:38:44,CGH,45.21,814.70,814.70,792.30,803.80,803.80,0.00,0.00,798.46,21812.00
2026-05-22,13:38:44,CHCL,37.38,477.60,482.00,477.60,482.00,482.00,0.00,0.00,481.42,9620.00
2026-05-22,13:38:44,CHDC,40.95,2152.00,2300.00,2152.00,2300.00,2300.00,0.00,0.00,2267.25,12202.00
2026-05-22,13:38:44,CHL,38.50,284.50,298.60,283.00,297.00,297.00,0.00,0.00,293.44,19829.00
2026-05-22,13:38:44,CIT,39.41,1760.00,1774.90,1760.00,1767.00,1767.00,0.00,0.00,1766.59,3571.00
2026-05-22,13:38:44,CITY,27.16,370.90,375.80,368.00,371.00,371.00,0.00,0.00,370.97,93344.00
2026-05-22,13:38:44,CKHL,38.20,651.00,673.90,651.00,673.90,673.90,0.00,0.00,669.34,933.00
2026-05-22,13:38:44,CLI,29.05,452.00,455.00,451.20,452.00,452.00,0.00,0.00,452.51,9306.00
2026-05-22,13:38:44,CMF2,34.98,10.17,10.17,10.14,10.14,10.14,0.00,0.00,10.15,600.00
2026-05-22,13:38:44,CORBL,36.13,2001.00,2066.00,2000.00,2066.00,2066.00,0.00,0.00,2013.18,24768.00
2026-05-22,13:38:44,CREST,47.49,1140.00,1318.00,1120.00,1318.00,1318.00,0.00,0.00,1150.27,10839.00
2026-05-22,13:38:44,CSY,41.25,9.25,9.45,9.25,9.45,9.45,0.00,0.00,9.37,8422.00
2026-05-22,13:38:44,CYCL,34.48,1487.00,1492.00,1465.00,1470.10,1470.10,0.00,0.00,1480.85,367.00
2026-05-22,13:38:44,CZBIL,40.15,195.20,207.50,195.20,207.50,207.50,0.00,0.00,205.77,27734.00
2026-05-22,13:38:44,DDBL,37.89,900.00,900.00,850.00,853.00,853.00,0.00,0.00,862.24,6459.00
2026-05-22,13:38:44,DHEL,51.33,625.00,670.00,624.30,668.10,668.10,0.00,0.00,658.49,110947.00
2026-05-22,13:38:44,DHPL,40.34,303.00,303.00,296.10,302.00,302.00,0.00,0.00,301.06,3223.00
2026-05-22,13:38:44,DLBS,18.87,1310.00,1310.00,1257.00,1275.00,1275.00,0.00,0.00,1270.46,201.00
2026-05-22,13:38:44,DOLTI,41.12,348.50,359.00,347.00,358.90,358.90,0.00,0.00,353.80,44955.00
2026-05-22,13:38:44,DORDI,40.38,275.00,277.60,272.10,277.50,277.50,0.00,0.00,276.07,22104.00
2026-05-22,13:38:44,EBL,35.09,705.00,712.00,705.00,710.00,710.00,0.00,0.00,710.41,13673.00
2026-05-22,13:38:44,EBLD85,40.05,1198.00,1198.00,1198.00,1198.00,1198.00,0.00,0.00,1198.00,40.00
2026-05-22,13:38:44,EBLD86,26.26,1078.30,1078.30,1078.30,1078.30,1078.30,0.00,0.00,1078.30,25.00
2026-05-22,13:38:44,EBLD91,23.63,1085.00,1095.00,1085.00,1085.00,1085.00,0.00,0.00,1087.50,100.00
2026-05-22,13:38:44,EDBL,30.87,573.00,584.00,571.10,580.00,580.00,0.00,0.00,576.72,2860.00
2026-05-22,13:38:44,EHPL,43.06,386.90,394.80,383.00,394.50,394.50,0.00,0.00,388.78,37314.00
2026-05-22,13:38:44,ENL,38.17,914.00,914.00,887.00,898.00,898.00,0.00,0.00,889.68,370.00
2026-05-22,13:38:44,FMDBL,28.51,785.00,794.00,780.00,787.30,787.30,0.00,0.00,784.28,32393.00
2026-05-22,13:38:44,FOWAD,29.63,1055.00,1058.00,1036.10,1044.00,1044.00,0.00,0.00,1044.20,2742.00
2026-05-22,13:38:44,GBBD85,47.16,1100.00,1120.00,1100.00,1120.00,1120.00,0.00,0.00,1113.83,1180.00
2026-05-22,13:38:44,GBBL,43.53,428.00,439.90,418.00,421.00,421.00,0.00,0.00,423.46,43518.00
2026-05-22,13:38:44,GBIME,38.28,237.50,237.60,234.30,236.80,236.80,0.00,0.00,235.96,36102.00
2026-05-22,13:38:44,GBIMESY2,18.63,9.50,9.50,9.21,9.31,9.31,0.00,0.00,9.32,800.00
2026-05-22,13:38:44,GBLBS,42.71,768.00,780.50,768.00,775.90,775.90,0.00,0.00,771.85,3314.00
2026-05-22,13:38:44,GCIL,40.69,412.10,424.00,412.10,424.00,424.00,0.00,0.00,418.14,9640.00
2026-05-22,13:38:44,GFCL,42.53,620.10,635.00,620.10,635.00,635.00,0.00,0.00,629.56,6415.00
2026-05-22,13:38:44,GHL,39.00,239.80,244.00,235.00,242.00,242.00,0.00,0.00,239.51,74488.00
2026-05-22,13:38:44,GIBF1,39.16,11.00,11.00,11.00,11.00,11.00,0.00,0.00,11.00,8650.00
2026-05-22,13:38:44,GILB,40.50,1096.10,1142.90,1093.00,1130.00,1130.00,0.00,0.00,1103.88,1144.00
2026-05-22,13:38:44,GLBSL,39.08,1791.00,1809.00,1791.00,1809.00,1809.00,0.00,0.00,1802.97,163.00
2026-05-22,13:38:44,GLH,32.12,267.10,274.00,267.10,274.00,274.00,0.00,0.00,271.47,26681.00
2026-05-22,13:38:44,GMFBS,33.87,1363.90,1363.90,1281.00,1286.00,1286.00,0.00,0.00,1287.67,1020.00
2026-05-22,13:38:44,GMFIL,44.25,469.90,474.70,464.00,469.90,469.90,0.00,0.00,467.64,8715.00
2026-05-22,13:38:44,GMLI,30.85,1260.00,1283.00,1260.00,1269.90,1269.90,0.00,0.00,1269.50,537.00
